age,capital_gain,capital_loss,education,final_weight,hours_worked_per_week,marital_status,native_country,occupation,race,relationship,is_male,workclass,over_threshold
33,0.0,0.0,9,223046,40,Never-married,United-States,Craft-repair,White,Not-in-family,True,Self-emp-not-inc,0
37,0.0,0.0,13,241998,50,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,1
33,0.0,0.0,9,183612,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,1
49,0.0,0.0,11,349230,60,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,1
19,0.0,2001.0,9,198459,40,Never-married,United-States,Adm-clerical,White,Own-child,True,Private,0
20,0.0,0.0,13,216436,30,Never-married,United-States,Sales,Black,Other-relative,False,Private,0
21,0.0,0.0,9,221157,30,Never-married,United-States,Other-service,Black,Own-child,False,Private,0
37,0.0,0.0,9,497300,40,Never-married,United-States,Other-service,Black,Unmarried,True,Private,0
20,0.0,0.0,10,38455,10,Never-married,United-States,Craft-repair,White,Not-in-family,True,Local-gov,0
53,25236.0,0.0,15,174102,60,Divorced,United-States,Prof-specialty,White,Unmarried,True,Self-emp-not-inc,1
44,0.0,0.0,10,33126,80,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,0
40,0.0,0.0,10,184682,40,Divorced,United-States,Adm-clerical,White,Unmarried,False,Private,0
67,0.0,0.0,6,212759,2,Married-civ-spouse,United-States,?,White,Husband,True,?,0
37,0.0,0.0,10,84306,40,Married-civ-spouse,United-States,Other-service,White,Husband,True,Private,0
31,0.0,0.0,9,147654,40,Never-married,United-States,Exec-managerial,White,Own-child,True,Private,0
30,0.0,0.0,10,207564,40,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,0
29,0.0,0.0,9,176137,40,Divorced,United-States,Adm-clerical,White,Unmarried,False,Private,0
34,0.0,0.0,10,193344,40,Never-married,Germany,Adm-clerical,White,Unmarried,False,Private,0
34,0.0,0.0,13,312055,40,Never-married,United-States,Exec-managerial,White,Not-in-family,True,Private,1
35,0.0,0.0,14,206951,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
33,0.0,0.0,6,209415,32,Divorced,United-States,Protective-serv,White,Not-in-family,False,Private,0
69,0.0,0.0,9,170458,20,Married-civ-spouse,United-States,Other-service,White,Husband,True,State-gov,0
28,0.0,0.0,14,293628,10,Divorced,?,Prof-specialty,White,Not-in-family,True,State-gov,0
40,0.0,0.0,13,107306,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
53,0.0,0.0,14,204447,43,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Local-gov,1
31,0.0,0.0,9,111883,40,Never-married,United-States,Craft-repair,White,Other-relative,True,Private,0
50,0.0,0.0,9,154043,40,Widowed,United-States,Adm-clerical,Black,Other-relative,False,Private,0
35,0.0,0.0,9,105527,40,Divorced,United-States,Exec-managerial,White,Unmarried,False,Federal-gov,0
27,0.0,0.0,10,192698,40,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0
22,4416.0,0.0,13,122048,40,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
45,0.0,0.0,10,44671,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Self-emp-not-inc,0
35,0.0,0.0,9,219902,48,Separated,United-States,Transport-moving,Black,Unmarried,False,Private,0
33,0.0,0.0,10,290763,40,Never-married,United-States,Sales,White,Not-in-family,False,Private,0
42,0.0,0.0,13,188615,60,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-inc,1
50,0.0,0.0,9,114758,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
65,0.0,0.0,10,180280,40,Married-civ-spouse,United-States,Exec-managerial,White,Wife,False,Private,0
42,0.0,0.0,10,118494,44,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
27,0.0,0.0,9,273929,40,Never-married,United-States,Farming-fishing,White,Own-child,True,Local-gov,0
34,0.0,0.0,9,258170,38,Divorced,United-States,Exec-managerial,White,Unmarried,False,Private,0
48,0.0,0.0,10,113598,40,Separated,United-States,Adm-clerical,Black,Other-relative,False,Private,0
30,15024.0,0.0,11,167990,65,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,1
24,0.0,0.0,13,51973,45,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0
34,0.0,0.0,15,108247,55,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,1
40,0.0,0.0,9,227236,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
63,0.0,0.0,10,217994,40,Divorced,United-States,Exec-managerial,White,Unmarried,False,Federal-gov,0
62,0.0,0.0,10,261437,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
24,0.0,0.0,11,157332,40,Divorced,United-States,Tech-support,White,Not-in-family,False,Private,0
29,0.0,0.0,9,369114,40,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Private,0
45,0.0,0.0,9,88265,40,Never-married,United-States,Machine-op-inspct,White,Own-child,False,Private,0
58,3325.0,0.0,9,140363,30,Divorced,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0
49,15024.0,0.0,13,271346,60,Married-civ-spouse,United-States,?,White,Husband,True,?,1
78,0.0,0.0,4,152148,20,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Self-emp-not-inc,0
35,0.0,0.0,13,308489,50,Married-civ-spouse,United-States,Sales,Black,Husband,True,Private,0
51,0.0,0.0,5,128272,45,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
40,0.0,0.0,9,130571,40,Never-married,United-States,Other-service,White,Not-in-family,False,Private,0
20,0.0,0.0,9,38455,40,Never-married,United-States,?,White,Unmarried,True,?,0
44,0.0,1977.0,13,340885,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,1
46,0.0,0.0,9,225456,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-not-inc,0
23,0.0,0.0,13,177787,30,Never-married,England,Sales,White,Own-child,False,Private,0
64,0.0,0.0,12,180624,30,Never-married,United-States,Prof-specialty,White,Other-relative,False,Private,0
41,0.0,0.0,10,93885,48,Divorced,United-States,Sales,White,Unmarried,False,Private,0
54,0.0,0.0,12,392286,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,1
34,0.0,0.0,15,226443,55,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
34,0.0,0.0,10,212163,25,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
23,0.0,0.0,10,27776,24,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
32,0.0,0.0,11,257978,40,Widowed,United-States,Tech-support,Black,Unmarried,False,Private,0
51,0.0,0.0,9,115851,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0
40,0.0,0.0,9,390781,48,Divorced,United-States,Other-service,Black,Not-in-family,False,State-gov,0
49,0.0,0.0,6,336509,40,Married-civ-spouse,United-States,Other-service,White,Husband,True,State-gov,0
56,0.0,0.0,9,67841,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,0
44,0.0,0.0,10,210492,40,Divorced,United-States,Adm-clerical,Black,Unmarried,True,Federal-gov,0
26,0.0,0.0,9,210714,52,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,1
21,0.0,0.0,10,159879,40,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
43,0.0,0.0,9,325775,15,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Self-emp-not-inc,0
38,7688.0,0.0,13,192337,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
29,0.0,0.0,14,360527,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Federal-gov,1
31,0.0,0.0,10,305692,40,Married-civ-spouse,United-States,Sales,Black,Wife,False,Private,0
23,0.0,0.0,10,99399,25,Never-married,United-States,?,Amer-Indian-Eskimo,Unmarried,False,?,0
28,0.0,0.0,9,147471,10,Divorced,United-States,?,White,Own-child,False,?,0
42,0.0,0.0,13,557349,70,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,0
35,0.0,0.0,9,238802,20,Never-married,United-States,Other-service,White,Own-child,True,Private,0
34,0.0,0.0,9,202450,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-inc,0
36,0.0,0.0,10,183081,40,Never-married,United-States,Exec-managerial,White,Not-in-family,True,Private,0
19,0.0,0.0,10,29510,20,Never-married,United-States,Other-service,White,Own-child,False,Private,0
53,0.0,0.0,2,291096,40,Divorced,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0
46,0.0,0.0,16,214627,60,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-inc,1
34,0.0,0.0,9,195488,40,Separated,United-States,Adm-clerical,White,Own-child,False,Private,0
43,0.0,0.0,13,190020,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Federal-gov,1
27,0.0,0.0,4,100168,40,Married-civ-spouse,United-States,Other-service,White,Wife,False,Private,0
56,0.0,0.0,9,288530,37,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,1
33,0.0,0.0,10,287878,26,Married-civ-spouse,United-States,Other-service,White,Wife,False,Private,0
41,0.0,0.0,13,134130,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
37,0.0,0.0,13,37238,45,Never-married,United-States,Exec-managerial,White,Not-in-family,True,Private,0
60,4508.0,0.0,9,71457,8,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Self-emp-not-inc,0
22,0.0,0.0,10,306967,25,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0
29,0.0,0.0,14,370675,50,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Local-gov,0
51,0.0,0.0,9,290856,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,1
24,0.0,0.0,9,232841,35,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0
37,0.0,0.0,13,179481,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,1
60,7688.0,0.0,11,117909,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
48,0.0,0.0,9,185039,30,Divorced,United-States,Sales,White,Unmarried,False,Private,0
33,0.0,0.0,11,112820,40,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,Private,0
31,0.0,0.0,9,227864,40,Married-civ-spouse,United-States,Craft-repair,Black,Husband,True,State-gov,0
24,0.0,0.0,9,151818,35,Never-married,United-States,Craft-repair,White,Not-in-family,True,Self-emp-not-inc,0
31,0.0,0.0,9,259425,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
50,0.0,0.0,14,100480,60,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Local-gov,1
24,0.0,0.0,9,229773,40,Never-married,United-States,Machine-op-inspct,White,Own-child,True,Private,0
35,0.0,0.0,8,166549,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
28,0.0,0.0,13,228043,48,Never-married,United-States,Sales,White,Not-in-family,False,Self-emp-not-inc,0
60,0.0,0.0,10,297261,15,Widowed,United-States,Sales,White,Not-in-family,False,Private,0
36,0.0,0.0,13,150057,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
44,0.0,0.0,14,184871,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0
50,15024.0,0.0,16,143822,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,State-gov,1
35,0.0,0.0,9,23892,40,Divorced,United-States,Prof-specialty,White,Unmarried,False,Federal-gov,0
23,0.0,0.0,10,197286,8,Never-married,United-States,Sales,White,Own-child,False,Private,0
23,0.0,0.0,11,325921,36,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0
37,0.0,0.0,7,95855,40,Divorced,United-States,Handlers-cleaners,White,Not-in-family,False,Private,0
53,0.0,0.0,13,104501,42,Never-married,United-States,Exec-managerial,White,Not-in-family,True,Private,0
20,0.0,0.0,10,64292,50,Never-married,United-States,Sales,White,Not-in-family,False,Private,0
36,0.0,0.0,9,286115,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
52,0.0,0.0,9,146015,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
21,0.0,0.0,9,43475,40,Never-married,United-States,Protective-serv,White,Not-in-family,True,Private,0
21,0.0,0.0,9,317175,60,Never-married,United-States,Transport-moving,White,Not-in-family,True,Private,0
48,0.0,0.0,9,212120,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,1
42,0.0,0.0,16,162003,36,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,1
24,3908.0,0.0,13,196816,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0
34,0.0,0.0,9,84119,40,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0
45,7688.0,0.0,10,213140,45,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,1
19,0.0,0.0,9,236940,40,Never-married,United-States,Farming-fishing,White,Own-child,True,Private,0
52,0.0,0.0,1,370552,40,Married-civ-spouse,El-Salvador,Machine-op-inspct,White,Husband,True,Private,0
28,0.0,0.0,10,354095,40,Never-married,United-States,Sales,White,Not-in-family,False,Private,0
42,0.0,0.0,13,91453,50,Divorced,United-States,Sales,White,Unmarried,False,Private,0
33,0.0,0.0,10,111985,58,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
33,0.0,0.0,7,166961,20,Separated,United-States,Sales,White,Own-child,False,Private,0
47,0.0,625.0,9,144351,40,Divorced,United-States,Craft-repair,White,Unmarried,True,Private,0
40,0.0,2205.0,14,184804,45,Divorced,United-States,Prof-specialty,White,Not-in-family,False,Self-emp-not-inc,0
48,0.0,0.0,9,222478,20,Married-civ-spouse,United-States,?,White,Husband,True,?,0
21,0.0,0.0,10,107801,3,Never-married,United-States,?,White,Own-child,False,?,0
43,0.0,0.0,9,303211,40,Never-married,United-States,Exec-managerial,White,Own-child,True,Self-emp-inc,0
39,0.0,0.0,9,148015,52,Never-married,United-States,Machine-op-inspct,Black,Not-in-family,False,Private,0
58,0.0,0.0,10,56392,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
33,0.0,0.0,9,44623,45,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0
17,0.0,0.0,7,154938,20,Never-married,United-States,?,White,Own-child,True,?,0
59,0.0,0.0,5,381851,40,Widowed,United-States,Other-service,Black,Unmarried,False,Private,0
38,0.0,0.0,9,48093,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0
26,0.0,0.0,9,207537,40,Never-married,United-States,Adm-clerical,Black,Not-in-family,False,Federal-gov,0
20,0.0,0.0,9,199703,28,Married-civ-spouse,United-States,Other-service,White,Husband,True,Private,0
31,0.0,1594.0,9,651396,30,Never-married,United-States,Sales,White,Own-child,False,Private,0
45,0.0,0.0,12,282172,40,Never-married,United-States,Exec-managerial,White,Not-in-family,False,Private,0
23,0.0,0.0,13,197207,40,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0
56,0.0,0.0,13,231232,30,Married-civ-spouse,Canada,Adm-clerical,White,Husband,True,Private,0
19,0.0,1602.0,8,124486,20,Never-married,United-States,Other-service,White,Own-child,True,Private,0
49,0.0,0.0,14,340755,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
26,0.0,0.0,13,242768,38,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0
45,0.0,0.0,9,50163,30,Divorced,United-States,Other-service,White,Not-in-family,False,Private,0
21,0.0,0.0,9,198259,30,Never-married,United-States,Handlers-cleaners,White,Own-child,False,Private,0
29,0.0,0.0,13,211482,50,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,1
58,0.0,1902.0,10,100313,40,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,Private,1
18,0.0,1602.0,9,51574,38,Never-married,United-States,?,Asian-Pac-Islander,Own-child,False,?,0
30,0.0,0.0,9,202450,40,Divorced,United-States,Craft-repair,White,Own-child,True,Private,0
58,4787.0,0.0,13,244830,40,Separated,United-States,Prof-specialty,White,Not-in-family,True,Federal-gov,1
43,0.0,0.0,9,104892,45,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-inc,0
35,0.0,0.0,12,82552,40,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,0
78,0.0,0.0,7,212660,10,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,0
29,0.0,0.0,13,181822,40,Never-married,United-States,Sales,White,Not-in-family,True,Private,0
24,0.0,0.0,9,219122,20,Married-civ-spouse,Italy,Sales,White,Husband,True,Private,0
50,0.0,0.0,9,196975,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
26,0.0,0.0,13,176981,50,Never-married,United-States,Adm-clerical,White,Own-child,False,Self-emp-inc,0
44,0.0,0.0,14,112482,55,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
46,7298.0,0.0,9,238648,40,Married-civ-spouse,United-States,Other-service,Black,Husband,True,State-gov,1
30,0.0,1485.0,12,97933,37,Married-civ-spouse,United-States,Transport-moving,White,Wife,False,Private,1
68,0.0,0.0,4,168794,30,Married-civ-spouse,United-States,Other-service,White,Husband,True,Private,0
30,0.0,0.0,13,110622,40,Divorced,China,Exec-managerial,Asian-Pac-Islander,Not-in-family,False,Private,0
44,0.0,0.0,4,326232,48,Divorced,United-States,Handlers-cleaners,White,Not-in-family,True,Private,0
17,0.0,0.0,7,95079,15,Never-married,United-States,Sales,White,Own-child,False,Private,0
48,0.0,2231.0,13,155781,30,Divorced,United-States,Prof-specialty,White,Not-in-family,True,Private,1
19,0.0,0.0,8,97261,40,Never-married,United-States,Handlers-cleaners,White,Not-in-family,True,Private,0
36,0.0,0.0,10,41017,52,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
33,0.0,2824.0,10,230883,48,Divorced,United-States,Exec-managerial,White,Unmarried,True,Private,1
33,15024.0,0.0,14,219619,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
26,4650.0,0.0,13,186454,40,Never-married,Vietnam,Prof-specialty,Asian-Pac-Islander,Not-in-family,True,Private,0
30,0.0,0.0,9,55176,30,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0
26,0.0,0.0,4,224361,75,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Self-emp-not-inc,0
58,0.0,0.0,10,114362,30,Married-civ-spouse,United-States,?,Black,Husband,True,?,0
29,0.0,1564.0,9,341672,50,Married-spouse-absent,India,Transport-moving,Asian-Pac-Islander,Other-relative,True,Self-emp-not-inc,1
34,0.0,0.0,13,163110,45,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
30,0.0,0.0,11,176862,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0
34,0.0,0.0,4,330301,40,Separated,United-States,?,Black,Unmarried,False,?,0
53,0.0,0.0,10,200190,40,Divorced,United-States,Craft-repair,White,Not-in-family,True,Private,1
64,0.0,0.0,13,46087,50,Divorced,United-States,Exec-managerial,White,Not-in-family,False,Private,0
43,0.0,0.0,10,197397,6,Married-civ-spouse,Puerto-Rico,Prof-specialty,Other,Wife,False,Private,0
29,0.0,0.0,10,190330,10,Never-married,United-States,Other-service,White,Own-child,False,Local-gov,0
37,0.0,0.0,9,112554,45,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
31,3908.0,0.0,13,256362,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-inc,0
34,0.0,0.0,8,172716,40,Married-civ-spouse,United-States,Armed-Forces,White,Husband,True,Federal-gov,0
53,0.0,0.0,9,104879,40,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,1
39,0.0,0.0,13,144860,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,State-gov,0
54,0.0,0.0,9,174319,40,Divorced,United-States,Transport-moving,White,Not-in-family,True,Private,0
50,0.0,0.0,10,287598,70,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-inc,0
69,0.0,0.0,2,113035,4,Widowed,United-States,Priv-house-serv,Black,Not-in-family,False,Private,0
44,0.0,0.0,9,199191,30,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,0
30,0.0,0.0,13,267281,50,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0
23,0.0,0.0,9,200973,40,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0
23,0.0,0.0,9,129232,40,Never-married,United-States,Adm-clerical,White,Own-child,True,Local-gov,0
36,0.0,0.0,9,104772,48,Divorced,United-States,Craft-repair,White,Unmarried,True,Private,0
40,0.0,0.0,9,176286,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
28,0.0,0.0,9,51672,35,Never-married,United-States,Craft-repair,White,Not-in-family,True,Private,0
32,0.0,0.0,10,218407,70,Never-married,Cuba,Exec-managerial,White,Not-in-family,True,Self-emp-inc,0
45,0.0,0.0,9,278151,40,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,Private,0
29,0.0,0.0,12,212895,35,Never-married,United-States,Craft-repair,White,Not-in-family,True,Private,0
45,7688.0,0.0,14,236586,55,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,1
41,0.0,0.0,9,176663,40,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,State-gov,0
30,0.0,0.0,4,209691,40,Divorced,United-States,Transport-moving,White,Not-in-family,True,Private,0
38,0.0,0.0,11,108293,38,Divorced,United-States,Adm-clerical,White,Unmarried,False,Private,0
43,0.0,0.0,14,150528,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
50,0.0,0.0,9,134680,40,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0
31,0.0,0.0,13,234500,40,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,0
47,0.0,0.0,10,319205,40,Divorced,United-States,Adm-clerical,White,Unmarried,False,Local-gov,0
39,0.0,0.0,11,314007,40,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,0
19,0.0,0.0,9,61855,30,Never-married,United-States,?,White,Other-relative,False,?,0
28,0.0,0.0,5,70034,40,Never-married,Portugal,Machine-op-inspct,White,Own-child,True,Private,0
43,0.0,0.0,13,369468,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Federal-gov,1
43,0.0,0.0,13,145762,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0
34,0.0,0.0,10,302770,60,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
43,0.0,0.0,7,174295,40,Married-civ-spouse,United-States,Other-service,White,Husband,True,Self-emp-not-inc,0
53,0.0,0.0,14,55139,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,1
26,0.0,0.0,9,181838,50,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
35,0.0,0.0,7,348771,36,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0
46,3103.0,0.0,9,145636,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
39,0.0,0.0,14,183081,60,Never-married,United-States,Sales,White,Not-in-family,True,Self-emp-not-inc,1
25,0.0,0.0,13,181896,40,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
40,0.0,0.0,12,345969,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,State-gov,1
35,0.0,0.0,9,245090,40,Married-civ-spouse,Mexico,Craft-repair,White,Husband,True,Private,0
19,0.0,0.0,10,98283,32,Never-married,United-States,?,Asian-Pac-Islander,Own-child,True,?,0
24,0.0,0.0,11,218215,20,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
23,0.0,0.0,9,348092,40,Never-married,Haiti,Transport-moving,Black,Own-child,True,Private,0
26,0.0,0.0,11,247025,40,Divorced,United-States,Craft-repair,White,Own-child,True,Private,0
50,0.0,0.0,9,172962,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,State-gov,0
50,0.0,0.0,3,263200,34,Married-spouse-absent,Mexico,Other-service,White,Unmarried,False,Private,0
41,0.0,0.0,9,102085,40,Never-married,United-States,Machine-op-inspct,White,Unmarried,False,Private,0
41,0.0,0.0,11,43556,40,Divorced,United-States,Tech-support,White,Not-in-family,False,Private,0
67,0.0,0.0,10,181220,20,Divorced,United-States,Adm-clerical,Black,Not-in-family,False,Local-gov,0
30,0.0,0.0,9,83066,40,Married-civ-spouse,United-States,Other-service,Black,Husband,True,Local-gov,0
23,0.0,0.0,9,35633,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0
41,0.0,0.0,13,60414,99,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,1
60,0.0,0.0,3,74422,44,Married-civ-spouse,Mexico,Farming-fishing,White,Husband,True,Private,0
32,0.0,1977.0,13,86150,40,Married-civ-spouse,United-States,Exec-managerial,Asian-Pac-Islander,Wife,False,Federal-gov,1
26,0.0,0.0,10,154966,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
24,0.0,0.0,14,123160,10,Married-spouse-absent,China,Prof-specialty,Asian-Pac-Islander,Not-in-family,False,State-gov,0
34,0.0,0.0,6,362775,30,Married-civ-spouse,United-States,Other-service,Amer-Indian-Eskimo,Wife,False,Local-gov,0
40,0.0,0.0,11,327573,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
23,0.0,0.0,9,287681,40,Never-married,Columbia,Craft-repair,White,Own-child,True,Private,0
24,0.0,0.0,10,274398,20,Never-married,United-States,Adm-clerical,Black,Own-child,False,Private,0
42,0.0,0.0,9,211860,40,Separated,United-States,Adm-clerical,White,Not-in-family,True,Private,0
49,0.0,0.0,13,177211,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
18,0.0,0.0,9,175752,30,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0
32,0.0,1602.0,9,105938,20,Never-married,United-States,Machine-op-inspct,Black,Own-child,False,Private,0
26,0.0,0.0,10,287797,45,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
28,5013.0,0.0,13,219705,55,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,0
42,0.0,1887.0,10,230438,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Federal-gov,1
49,0.0,0.0,13,219611,75,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
27,0.0,0.0,13,105830,60,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Local-gov,0
26,0.0,0.0,7,31350,50,Never-married,United-States,Farming-fishing,White,Not-in-family,True,Private,0
34,0.0,0.0,9,117983,40,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0
34,0.0,0.0,9,140011,45,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0
32,0.0,0.0,9,156192,20,Never-married,United-States,Other-service,White,Own-child,True,Private,0
27,0.0,0.0,13,607658,40,Never-married,United-States,Sales,White,Not-in-family,False,Private,0
36,0.0,0.0,11,339116,40,Divorced,?,Exec-managerial,White,Not-in-family,False,Self-emp-inc,0
37,0.0,0.0,10,241805,30,Married-civ-spouse,United-States,Other-service,Black,Husband,True,Private,0
19,0.0,0.0,10,466458,20,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
55,0.0,0.0,9,174353,35,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
