age,capital_gain,capital_loss,education,final_weight,hours_worked_per_week,marital_status,native_country,occupation,race,relationship,is_male,workclass,over_threshold,capital_gain_log1p,capital_loss_log1p,final_weight_log1p,native_country_frequency
27,0.0,0.0,13,164607,40,Married-civ-spouse,United-States,Other-service,White,Husband,True,Private,0,0.0,0.0,12.011322168717182,0.8937728937728938
51,0.0,0.0,14,33863,45,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,0,0.0,0.0,10.430107782200759,0.8937728937728938
38,0.0,0.0,4,75024,40,Divorced,United-States,?,White,Not-in-family,False,?,0,0.0,0.0,11.225576670308568,0.8937728937728938
29,0.0,0.0,10,138332,6,Married-civ-spouse,United-States,Adm-clerical,White,Own-child,False,Private,0,0.0,0.0,11.837419100903269,0.8937728937728938
37,0.0,0.0,13,241998,50,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,1,0.0,0.0,12.396688872898881,0.8937728937728938
28,0.0,0.0,10,119793,40,Never-married,United-States,Adm-clerical,White,Own-child,True,Private,0,0.0,0.0,11.693528879936814,0.8937728937728938
39,0.0,0.0,12,100011,38,Never-married,United-States,Tech-support,White,Not-in-family,False,Local-gov,0,0.0,0.0,11.513045457770804,0.8937728937728938
46,0.0,0.0,15,308077,40,Separated,__RARE__,Prof-specialty,White,Unmarried,False,Federal-gov,1,0.0,0.0,12.638108276647412,0.0
34,0.0,0.0,4,330301,40,Separated,United-States,?,Black,Unmarried,False,?,0,0.0,0.0,12.707762666461973,0.8937728937728938
43,0.0,0.0,13,369468,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Federal-gov,1,0.0,0.0,12.819822118692509,0.8937728937728938
63,0.0,0.0,9,271075,29,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,12.510154503349533,0.8937728937728938
42,0.0,0.0,13,142756,50,Divorced,United-States,Prof-specialty,White,Not-in-family,False,Local-gov,0,0.0,0.0,11.868899163093577,0.8937728937728938
71,0.0,0.0,12,178295,3,Married-civ-spouse,United-States,?,White,Husband,True,?,0,0.0,0.0,12.091200369499752,0.8937728937728938
25,0.0,0.0,12,82560,43,Never-married,United-States,Other-service,White,Own-child,True,Private,0,0.0,0.0,11.321292693045136,0.8937728937728938
41,0.0,0.0,14,220821,70,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-inc,1,0.0,0.0,12.305112226102732,0.8937728937728938
22,0.0,0.0,10,109456,32,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0,0.0,0.0,11.60328705705026,0.8937728937728938
34,0.0,0.0,9,190151,32,Separated,United-States,Adm-clerical,White,Unmarried,False,Private,0,0.0,0.0,12.155579031313188,0.8937728937728938
33,0.0,0.0,7,166961,20,Separated,United-States,Sales,White,Own-child,False,Private,0,0.0,0.0,12.025521520596442,0.8937728937728938
19,0.0,0.0,9,208513,40,Never-married,United-States,Craft-repair,White,Other-relative,True,Private,0,0.0,0.0,12.247761464249756,0.8937728937728938
38,0.0,0.0,11,104089,40,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0,0.0,0.0,11.553011188509513,0.8937728937728938
46,0.0,0.0,9,155489,43,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,1,0.0,0.0,11.954336699851861,0.8937728937728938
32,0.0,1340.0,13,399088,45,Divorced,United-States,Prof-specialty,White,Not-in-family,False,Self-emp-not-inc,0,0.0,7.201170883281678,12.896939728642453,0.8937728937728938
59,0.0,0.0,9,99131,40,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,0,0.0,0.0,11.504207574350506,0.8937728937728938
37,0.0,0.0,10,186934,40,Married-civ-spouse,United-States,Other-service,White,Husband,True,State-gov,0,0.0,0.0,12.138516241829183,0.8937728937728938
43,5178.0,0.0,13,171087,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1,8.552367266423891,0.0,12.049933322996438,0.8937728937728938
48,0.0,0.0,6,180446,40,Married-civ-spouse,United-States,Machine-op-inspct,Black,Husband,True,Private,0,0.0,0.0,12.103192384828828,0.8937728937728938
42,0.0,0.0,9,209301,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,12.251533464050166,0.8937728937728938
38,0.0,0.0,11,108293,38,Divorced,United-States,Adm-clerical,White,Unmarried,False,Private,0,0.0,0.0,11.592605029792303,0.8937728937728938
43,0.0,0.0,15,293809,20,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,12.590688578902377,0.8937728937728938
49,0.0,0.0,10,275845,60,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,12.527598017961038,0.8937728937728938
27,0.0,0.0,13,607658,40,Never-married,United-States,Sales,White,Not-in-family,False,Private,0,0.0,0.0,13.317369148347002,0.8937728937728938
53,0.0,0.0,13,439263,40,Married-civ-spouse,United-States,Adm-clerical,Black,Husband,True,Federal-gov,1,0.0,0.0,12.992855878051387,0.8937728937728938
33,0.0,0.0,4,226267,43,Never-married,Mexico,Sales,White,Not-in-family,True,Private,0,0.0,0.0,12.329475416408652,0.02197802197802198
22,0.0,0.0,10,263970,28,Never-married,United-States,?,White,Not-in-family,False,?,0,0.0,0.0,12.483594527609817,0.8937728937728938
21,0.0,0.0,10,140012,20,Never-married,United-States,?,White,Own-child,True,?,0,0.0,0.0,11.84949055442334,0.8937728937728938
30,0.0,0.0,13,127610,35,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Federal-gov,0,0.0,0.0,11.756741853073777,0.8937728937728938
31,0.0,0.0,9,259425,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1,0.0,0.0,12.466226777144666,0.8937728937728938
37,0.0,0.0,13,48093,90,Never-married,United-States,Craft-repair,White,Not-in-family,True,Private,1,0.0,0.0,10.780912708188415,0.8937728937728938
41,0.0,0.0,13,60414,99,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,1,0.0,0.0,11.008992697461409,0.8937728937728938
44,0.0,0.0,9,76487,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0,0.0,0.0,11.244889144765281,0.8937728937728938
25,0.0,0.0,9,196771,65,Never-married,United-States,Handlers-cleaners,White,Not-in-family,True,Private,0,0.0,0.0,12.189800977055276,0.8937728937728938
77,0.0,0.0,1,161552,60,Widowed,United-States,Exec-managerial,White,Not-in-family,False,Self-emp-not-inc,0,0.0,0.0,11.992588541182357,0.8937728937728938
44,0.0,0.0,4,326232,48,Divorced,United-States,Handlers-cleaners,White,Not-in-family,True,Private,0,0.0,0.0,12.695367128981715,0.8937728937728938
65,99999.0,0.0,13,190160,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1,11.512925464970229,0.0,12.15562636074974,0.8937728937728938
45,15024.0,0.0,13,205100,60,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1,9.617470759403409,0.0,12.23125781971899,0.8937728937728938
52,15024.0,0.0,10,338816,45,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1,9.617470759403409,0.0,12.73321541759684,0.8937728937728938
48,0.0,0.0,10,97470,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1,0.0,0.0,11.487310176845673,0.8937728937728938
43,0.0,0.0,14,174295,55,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0,0.0,0.0,12.06851028230617,0.8937728937728938
67,0.0,0.0,6,212759,2,Married-civ-spouse,United-States,?,White,Husband,True,?,0,0.0,0.0,12.267920048856254,0.8937728937728938
30,0.0,0.0,9,158688,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0,0.0,0.0,11.974701590942729,0.8937728937728938
40,0.0,0.0,9,342164,37,Separated,United-States,Adm-clerical,White,Unmarried,False,Private,0,0.0,0.0,12.743048355840548,0.8937728937728938
43,0.0,2415.0,15,156996,55,Married-civ-spouse,?,Prof-specialty,Asian-Pac-Islander,Husband,True,Federal-gov,1,0.0,7.789868559054706,11.963981975867625,0.0115995115995116
51,0.0,0.0,9,253357,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,12.442558787275459,0.8937728937728938
42,0.0,0.0,4,152676,40,Divorced,__RARE__,Craft-repair,White,Unmarried,True,Private,0,0.0,0.0,11.936079857727165,0.0
23,0.0,0.0,9,226891,20,Never-married,__RARE__,?,Asian-Pac-Islander,Other-relative,False,?,0,0.0,0.0,12.332229412323532,0.0
19,0.0,1719.0,10,387215,16,Never-married,United-States,Tech-support,White,Own-child,True,Private,0,0.0,7.450079569807499,12.866737955844865,0.8937728937728938
63,0.0,0.0,10,217994,40,Divorced,United-States,Exec-managerial,White,Unmarried,False,Federal-gov,0,0.0,0.0,12.292227405728381,0.8937728937728938
20,0.0,0.0,9,174685,40,Never-married,United-States,Other-service,White,Own-child,True,Private,0,0.0,0.0,12.070745355532614,0.8937728937728938
54,0.0,0.0,10,386773,60,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,12.865595822101412,0.8937728937728938
38,0.0,0.0,9,103925,35,Never-married,United-States,Adm-clerical,White,Unmarried,False,Private,0,0.0,0.0,11.551434386398336,0.8937728937728938
34,0.0,0.0,13,211051,40,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0,0.0,0.0,12.25985982759313,0.8937728937728938
47,0.0,0.0,10,97842,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,11.491119432196781,0.8937728937728938
40,0.0,0.0,5,216116,40,Never-married,__RARE__,Machine-op-inspct,Black,Unmarried,False,Private,0,0.0,0.0,12.283575206684533,0.0
38,0.0,0.0,13,167725,84,Married-spouse-absent,__RARE__,Transport-moving,__RARE__,Not-in-family,True,Private,0,0.0,0.0,12.030086974553724,0.0
35,0.0,0.0,7,190759,40,Separated,United-States,Craft-repair,White,Unmarried,True,Private,0,0.0,0.0,12.158771372412161,0.8937728937728938
21,0.0,0.0,10,159879,40,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0,0.0,0.0,11.98217881282526,0.8937728937728938
18,0.0,0.0,6,142751,40,Never-married,United-States,Handlers-cleaners,White,Not-in-family,True,Private,0,0.0,0.0,11.868864137927991,0.8937728937728938
39,0.0,0.0,9,166497,40,Divorced,United-States,Handlers-cleaners,White,Not-in-family,True,Local-gov,1,0.0,0.0,12.02273857631848,0.8937728937728938
46,0.0,0.0,13,136878,40,Never-married,United-States,Prof-specialty,White,Not-in-family,True,State-gov,0,0.0,0.0,11.82685260287019,0.8937728937728938
42,0.0,0.0,9,184857,16,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,12.127343241762082,0.8937728937728938
30,0.0,0.0,13,178841,40,Never-married,United-States,Exec-managerial,White,Not-in-family,False,Private,0,0.0,0.0,12.094258013465883,0.8937728937728938
26,0.0,0.0,8,138152,48,Never-married,__RARE__,Craft-repair,__RARE__,Other-relative,True,Private,0,0.0,0.0,11.836117045642386,0.0
26,0.0,0.0,9,207537,40,Never-married,United-States,Adm-clerical,Black,Not-in-family,False,Federal-gov,0,0.0,0.0,12.243069734416295,0.8937728937728938
43,0.0,0.0,9,152958,35,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-not-inc,1,0.0,0.0,11.937925190606954,0.8937728937728938
57,0.0,0.0,9,218649,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0,0.0,0.0,12.295227556841066,0.8937728937728938
33,0.0,0.0,13,340332,45,Separated,United-States,Exec-managerial,Black,Not-in-family,False,Private,0,0.0,0.0,12.737679829046284,0.8937728937728938
17,0.0,0.0,6,220302,40,Never-married,United-States,?,White,Own-child,True,?,0,0.0,0.0,12.30275915049163,0.8937728937728938
29,0.0,0.0,14,241667,45,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0,0.0,0.0,12.395320162394862,0.8937728937728938
32,0.0,0.0,9,317647,40,Never-married,United-States,Transport-moving,White,Own-child,True,State-gov,0,0.0,0.0,12.66869913043686,0.8937728937728938
58,0.0,0.0,3,270131,70,Widowed,Mexico,Other-service,White,Unmarried,False,Private,0,0.0,0.0,12.506666007402163,0.02197802197802198
21,0.0,0.0,10,24008,35,Never-married,United-States,Craft-repair,White,Own-child,True,State-gov,0,0.0,0.0,10.086184039035157,0.8937728937728938
58,0.0,0.0,9,204021,40,Never-married,__RARE__,Transport-moving,White,Own-child,True,Private,0,0.0,0.0,12.225983110148956,0.0
77,0.0,0.0,9,189173,35,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0,0.0,0.0,12.150422505438007,0.8937728937728938
29,0.0,0.0,9,270379,40,Never-married,United-States,Exec-managerial,Black,Unmarried,False,Private,0,0.0,0.0,12.507583655918395,0.8937728937728938
36,0.0,0.0,9,104772,48,Divorced,United-States,Craft-repair,White,Unmarried,True,Private,0,0.0,0.0,11.559551384088058,0.8937728937728938
51,0.0,0.0,13,161599,40,Divorced,?,Adm-clerical,White,Not-in-family,False,Private,0,0.0,0.0,11.992879425069132,0.0115995115995116
36,0.0,0.0,13,150057,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1,0.0,0.0,11.918777165008768,0.8937728937728938
32,0.0,0.0,11,149787,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1,0.0,0.0,11.916976240047456,0.8937728937728938
21,0.0,0.0,12,176262,18,Never-married,United-States,Other-service,White,Own-child,False,Private,0,0.0,0.0,12.079732476819713,0.8937728937728938
35,0.0,0.0,9,60227,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,11.005892639442934,0.8937728937728938
24,0.0,0.0,9,219122,20,Married-civ-spouse,__RARE__,Sales,White,Husband,True,Private,0,0.0,0.0,12.297388494971386,0.0
36,0.0,0.0,13,272090,45,Divorced,__RARE__,Prof-specialty,White,Unmarried,False,Private,0,0.0,0.0,12.51389184814934,0.0
46,0.0,0.0,7,185291,45,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,1,0.0,0.0,12.129688238108864,0.8937728937728938
29,0.0,0.0,9,568490,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,13.25074076091285,0.8937728937728938
38,0.0,0.0,11,87282,40,Never-married,United-States,Exec-managerial,Asian-Pac-Islander,Other-relative,False,Private,0,0.0,0.0,11.376910992051899,0.8937728937728938
57,0.0,0.0,4,279340,29,Widowed,United-States,Other-service,Black,Unmarried,False,Private,0,0.0,0.0,12.540188536720184,0.8937728937728938
61,0.0,0.0,8,63526,52,Never-married,United-States,?,Black,Not-in-family,True,?,0,0.0,0.0,11.059220291360612,0.8937728937728938
44,0.0,1887.0,14,117012,40,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Local-gov,1,0.0,7.543273346705446,11.670040318718621,0.8937728937728938
17,0.0,0.0,6,406920,40,Never-married,United-States,?,White,Own-child,True,?,0,0.0,0.0,12.916374342390165,0.8937728937728938
38,0.0,0.0,9,37931,40,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,Local-gov,1,0.0,0.0,10.543550362003618,0.8937728937728938
49,0.0,0.0,9,296892,40,Married-civ-spouse,__RARE__,?,White,Husband,True,?,0,0.0,0.0,12.60112708351197,0.0
20,0.0,0.0,13,216436,30,Never-married,United-States,Sales,Black,Other-relative,False,Private,0,0.0,0.0,12.285054791006388,0.8937728937728938
32,0.0,0.0,9,220148,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,12.3020598688161,0.8937728937728938
23,0.0,0.0,13,201682,40,Married-civ-spouse,United-States,Adm-clerical,White,Other-relative,False,Private,0,0.0,0.0,12.214452436800752,0.8937728937728938
27,0.0,0.0,8,184477,40,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0,0.0,0.0,12.125285494160511,0.8937728937728938
31,0.0,0.0,10,323020,30,Married-civ-spouse,United-States,Other-service,White,Wife,False,Self-emp-not-inc,0,0.0,0.0,12.685472615571255,0.8937728937728938
46,0.0,0.0,13,35969,51,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0,0.0,0.0,10.49044053668967,0.8937728937728938
48,0.0,0.0,13,344381,42,Married-civ-spouse,United-States,Prof-specialty,Asian-Pac-Islander,Husband,True,Private,1,0.0,0.0,12.749506785361497,0.8937728937728938
55,4064.0,0.0,9,226875,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0,8.310169021981912,0.0,12.332158891705037,0.8937728937728938
46,0.0,0.0,10,358585,40,Divorced,United-States,Craft-repair,White,Unmarried,True,Private,1,0.0,0.0,12.789923798677174,0.8937728937728938
68,0.0,0.0,9,322025,5,Married-civ-spouse,United-States,Transport-moving,Black,Husband,True,Private,0,0.0,0.0,12.68238756660843,0.8937728937728938
36,0.0,0.0,10,117312,40,Married-civ-spouse,United-States,Transport-moving,White,Wife,False,Local-gov,0,0.0,0.0,11.672600855440187,0.8937728937728938
53,0.0,1669.0,14,137250,35,Widowed,United-States,Prof-specialty,Black,Unmarried,False,Local-gov,0,0.0,7.4205789054108005,11.829566645319733,0.8937728937728938
37,0.0,0.0,12,93225,45,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,State-gov,0,0.0,0.0,11.44278193172588,0.8937728937728938
26,0.0,0.0,9,181838,50,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0,0.0,0.0,12.110876959171224,0.8937728937728938
17,0.0,0.0,5,53367,35,Never-married,United-States,Other-service,White,Own-child,False,Private,0,0.0,0.0,10.88496659438935,0.8937728937728938
27,0.0,0.0,13,174419,40,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0,0.0,0.0,12.069221462780977,0.8937728937728938
76,7896.0,0.0,9,204113,18,Widowed,United-States,Protective-serv,White,Not-in-family,False,Private,0,8.97423821949758,0.0,12.226433940272043,0.8937728937728938
37,0.0,0.0,6,143058,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,11.87101241156385,0.8937728937728938
18,0.0,0.0,7,120243,27,Never-married,United-States,?,White,Own-child,True,?,0,0.0,0.0,11.697278290673262,0.8937728937728938
48,0.0,0.0,16,366089,45,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1,0.0,0.0,12.810634483793995,0.8937728937728938
27,0.0,0.0,13,26754,10,Married-civ-spouse,__RARE__,?,Asian-Pac-Islander,Wife,False,?,0,0.0,0.0,10.194476650745406,0.0
25,0.0,0.0,9,462869,40,Never-married,Mexico,Handlers-cleaners,White,Other-relative,True,Private,0,0.0,0.0,13.04520151610518,0.02197802197802198
48,0.0,0.0,14,39464,52,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Local-gov,0,0.0,0.0,10.583169482142504,0.8937728937728938
72,0.0,0.0,13,157913,17,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,Private,0,0.0,0.0,11.969805860024548,0.8937728937728938
49,0.0,0.0,9,117095,40,Separated,United-States,Machine-op-inspct,White,Unmarried,False,Private,0,0.0,0.0,11.670749390163783,0.8937728937728938
41,0.0,0.0,10,124639,40,Separated,United-States,Craft-repair,Black,Not-in-family,True,Private,0,0.0,0.0,11.733184861104576,0.8937728937728938
20,0.0,0.0,10,127185,15,Never-married,United-States,Prof-specialty,White,Own-child,False,Private,0,0.0,0.0,11.753405860937713,0.8937728937728938
18,0.0,0.0,9,175752,30,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0,0.0,0.0,12.076834879228507,0.8937728937728938
36,0.0,0.0,9,190350,40,Never-married,United-States,Adm-clerical,Black,Not-in-family,False,Private,0,0.0,0.0,12.156625015277275,0.8937728937728938
56,0.0,0.0,11,117872,40,Married-civ-spouse,United-States,Craft-repair,Black,Husband,True,Private,1,0.0,0.0,11.677363052665623,0.8937728937728938
33,0.0,0.0,10,152933,45,Never-married,United-States,Exec-managerial,White,Not-in-family,True,Private,0,0.0,0.0,11.937761734757649,0.8937728937728938
28,0.0,0.0,10,161155,48,Never-married,United-States,Craft-repair,White,Unmarried,True,Private,0,0.0,0.0,11.990128118942657,0.8937728937728938
38,3781.0,0.0,4,171150,78,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,8.238008249218403,0.0,12.050301486769191,0.8937728937728938
23,0.0,0.0,8,99543,46,Never-married,United-States,Transport-moving,White,Not-in-family,True,Private,0,0.0,0.0,11.508355036455468,0.8937728937728938
24,0.0,0.0,10,112854,16,Never-married,United-States,Tech-support,White,Not-in-family,False,Private,0,0.0,0.0,11.633859087865856,0.8937728937728938
41,0.0,0.0,12,136419,75,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,1,0.0,0.0,11.82349364120871,0.8937728937728938
33,0.0,0.0,9,204752,40,Never-married,United-States,Other-service,White,Own-child,True,Private,0,0.0,0.0,12.229559653622628,0.8937728937728938
23,0.0,0.0,10,145964,20,Never-married,United-States,Other-service,White,Own-child,True,Private,0,0.0,0.0,11.891122145924198,0.8937728937728938
46,0.0,0.0,13,122177,60,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,0,0.0,0.0,11.71323427677857,0.8937728937728938
44,7688.0,0.0,13,167005,60,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1,8.94754601503218,0.0,12.025785018897205,0.8937728937728938
30,0.0,1485.0,12,97933,37,Married-civ-spouse,United-States,Transport-moving,White,Wife,False,Private,1,0.0,7.303843225277705,11.492049061382575,0.8937728937728938
40,0.0,0.0,9,33895,40,Divorced,United-States,Tech-support,White,Not-in-family,False,Private,0,0.0,0.0,10.431052292306395,0.8937728937728938
36,0.0,0.0,11,168894,40,Married-spouse-absent,__RARE__,Protective-serv,White,Own-child,False,State-gov,0,0.0,0.0,12.037032499042134,0.0
25,0.0,0.0,9,198163,40,Never-married,United-States,Exec-managerial,White,Own-child,False,Private,0,0.0,0.0,12.196850249668032,0.8937728937728938
67,6418.0,0.0,9,123393,58,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Self-emp-not-inc,1,8.767017621311778,0.0,11.72313776690503,0.8937728937728938
27,0.0,0.0,13,106562,50,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,1,0.0,0.0,11.576491638531076,0.8937728937728938
39,0.0,0.0,9,360494,40,Never-married,United-States,Transport-moving,White,Not-in-family,True,Private,0,0.0,0.0,12.795233365985437,0.8937728937728938
20,0.0,0.0,9,73679,35,Never-married,United-States,Transport-moving,White,Own-child,False,Private,0,0.0,0.0,11.207486670929189,0.8937728937728938
24,0.0,0.0,13,325596,35,Never-married,United-States,Adm-clerical,White,Own-child,True,Private,0,0.0,0.0,12.693415699308861,0.8937728937728938
56,0.0,0.0,10,115439,60,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,11.656506193447752,0.8937728937728938
23,0.0,0.0,10,110128,40,Never-married,United-States,Other-service,White,Own-child,True,State-gov,0,0.0,0.0,11.609407684939793,0.8937728937728938
52,0.0,0.0,2,241444,50,Married-civ-spouse,__RARE__,Craft-repair,__RARE__,Husband,True,Private,0,0.0,0.0,12.394396982866105,0.0
52,0.0,0.0,10,104280,50,Married-civ-spouse,United-States,Tech-support,White,Husband,True,State-gov,0,0.0,0.0,11.55484445756801,0.8937728937728938
41,0.0,0.0,9,102085,40,Never-married,United-States,Machine-op-inspct,White,Unmarried,False,Private,0,0.0,0.0,11.533570874280759,0.8937728937728938
34,0.0,0.0,9,215857,40,Never-married,Mexico,Machine-op-inspct,Amer-Indian-Eskimo,Not-in-family,True,Private,0,0.0,0.0,12.282376063071892,0.02197802197802198
27,0.0,0.0,15,252813,45,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0,0.0,0.0,12.440409319468273,0.8937728937728938
40,0.0,0.0,16,91949,40,Never-married,United-States,Prof-specialty,Black,Not-in-family,False,State-gov,0,0.0,0.0,11.429000230032468,0.8937728937728938
23,0.0,0.0,9,121313,40,Never-married,United-States,Craft-repair,White,Own-child,True,Self-emp-not-inc,0,0.0,0.0,11.706137504595356,0.8937728937728938
48,0.0,0.0,9,266337,40,Married-civ-spouse,United-States,?,White,Husband,True,?,0,0.0,0.0,12.492521457829174,0.8937728937728938
44,0.0,0.0,13,196797,36,Married-civ-spouse,United-States,Prof-specialty,Black,Wife,False,Local-gov,1,0.0,0.0,12.189933100947025,0.8937728937728938
25,0.0,0.0,9,295289,40,Never-married,United-States,Prof-specialty,Black,Own-child,False,Local-gov,0,0.0,0.0,12.595713203291366,0.8937728937728938
48,0.0,0.0,9,54759,38,Divorced,United-States,Prof-specialty,White,Unmarried,False,Private,0,0.0,0.0,10.910715279402385,0.8937728937728938
19,0.0,0.0,6,199480,25,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0,0.0,0.0,12.203474272681381,0.8937728937728938
33,0.0,2824.0,10,230883,48,Divorced,United-States,Exec-managerial,White,Unmarried,True,Private,1,0.0,7.946263643580541,12.349670698874947,0.8937728937728938
41,0.0,0.0,10,93885,48,Divorced,United-States,Sales,White,Unmarried,False,Private,0,0.0,0.0,11.449836559298939,0.8937728937728938
36,0.0,0.0,13,116554,40,Never-married,United-States,Adm-clerical,White,Not-in-family,False,State-gov,0,0.0,0.0,11.666118543586622,0.8937728937728938
62,0.0,0.0,5,180162,24,Divorced,United-States,Protective-serv,Black,Not-in-family,True,Local-gov,0,0.0,0.0,12.10161727565983,0.8937728937728938
33,0.0,0.0,9,44623,45,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0,0.0,0.0,10.70602710986727,0.8937728937728938
25,0.0,0.0,13,183678,50,Never-married,United-States,Prof-specialty,White,Not-in-family,False,State-gov,0,0.0,0.0,12.120944947847647,0.8937728937728938
62,0.0,0.0,10,102631,50,Widowed,United-States,Farming-fishing,White,Unmarried,False,Self-emp-not-inc,0,0.0,0.0,11.538905053929176,0.8937728937728938
41,0.0,0.0,15,66208,45,Divorced,United-States,Prof-specialty,White,Unmarried,False,Private,0,0.0,0.0,11.100571684346141,0.8937728937728938
17,0.0,0.0,7,74706,20,Never-married,United-States,__RARE__,White,Own-child,True,Private,0,0.0,0.0,11.22132907489657,0.8937728937728938
28,0.0,0.0,13,30070,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0,0.0,0.0,10.311316531166229,0.8937728937728938
61,0.0,0.0,13,28291,40,Married-civ-spouse,United-States,Exec-managerial,White,Wife,False,Federal-gov,0,0.0,0.0,10.25033435815588,0.8937728937728938
38,0.0,0.0,13,109594,70,Divorced,United-States,Sales,White,Not-in-family,False,Private,1,0.0,0.0,11.604547032017452,0.8937728937728938
41,0.0,0.0,11,29927,40,Divorced,United-States,Prof-specialty,White,Unmarried,False,Private,0,0.0,0.0,10.306549776027982,0.8937728937728938
42,0.0,0.0,9,186689,60,Married-civ-spouse,United-States,Other-service,Black,Wife,False,Private,0,0.0,0.0,12.137204766231374,0.8937728937728938
31,0.0,0.0,9,96480,50,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0,0.0,0.0,11.477101376749753,0.8937728937728938
69,0.0,0.0,9,170458,20,Married-civ-spouse,United-States,Other-service,White,Husband,True,State-gov,0,0.0,0.0,12.046250077580142,0.8937728937728938
26,0.0,0.0,9,34803,40,Never-married,United-States,Exec-managerial,White,Not-in-family,False,Private,0,0.0,0.0,10.457487601685916,0.8937728937728938
30,0.0,0.0,4,209691,40,Divorced,United-States,Transport-moving,White,Not-in-family,True,Private,0,0.0,0.0,12.253395066424572,0.8937728937728938
